signal_id,actor,actor_category,title,summary,evidence_quote,source_url,source_kind,observed_at,gold_keep,gold_signal_type,gold_dimension,gold_actor_correct,notes
badd1373-ee20-44dc-ad54-b10b7a7fdced,ID Quantique,private_company,ID Quantique's ID281 SNSPD used for Ariane 6 fiber optic control system monitoring,ID Quantique's ID281 single-photon detector (SNSPD) and pulsed laser source were selected to monitor the integrity and performance of the Ariane 6 rocket's fiber optic control system network.,IDQ's ID281 SNSPD and pulsed laser source are used to help monitor the integrity and performance of the Ariane 6 fiber optic control system network.,https://www.idquantique.com/category/press-releases/,website,2026-07-23T06:00:40.812414+00:00,TRUE,customer_cocreation,collaborations_applications,TRUE,Direct link: https://www.idquantique.com/successful-final-test-firing-of-the-p120c-solid-rocket-motor-ariane-6-in-kourou/
9ad67972-c27f-49a6-90e1-ab83a76c8f05,Swissnex,government,IDQ among those receiving EU funding for OPENQKD,ID Quantique was listed among the recipients of EU funding for the OPENQKD project.,IDQ among those receiving EU funding for OPENQKKD,https://www.idquantique.com/.../id-quantique-receive-eu-funding-openqkd/,website,2026-06-25T05:10:13.493625+00:00,TRUE,legitimacy,funding_event,FALSE,Correct actor: ID Quantique
e3c12de7-2fe2-4186-b5dd-3a2516219f07,Paul Scherrer Institute (PSI),university_or_research_hub,Paul Scherrer Institute (PSI),PSI researchers determine structure of photoreceptors enabling light‑controlled cellular activity for biomedical applications.,"PSI researchers have succeeded in determining the structure of certain photoreceptors. These could allow cellular activities to be switched on and off using light, making them an important tool in biological research and medical applications.",https://www.psi.ch/en/about/history-of-psi,website,2026-06-03T05:32:43.534107+00:00,FALSE,,,TRUE,
c0884cae-35de-44f0-9145-f1af7ddeca9c,Swissnex,government,"Switzerland and Japan sign MoC on Quantum Science, Technology and Innovation at STS Forum","During the 22nd annual STS Forum in Kyoto, Switzerland and Japan formalized a strategic partnership in quantum science, technology and innovation through a Memorandum of Cooperation signed by State Secretary Martina Hirayama and Japan's Minister of State for Science and Technology Policy. Swissnex highlighted this MoC as part of its Project Quantum initiative.","Kyoto, October 5, 2025 – During the 22nd annual meeting of the STS Forum in Kyoto, Switzerland and Japan formalized a strategic partnership in the field of quantum science, technology and innovation through the signing of a Memorandum of Cooperation (MoC).",https://swissnex.org/news/quantum-moc-signing-sts-forum-2025,website,2026-07-01T10:08:02.168784+00:00,TRUE,legitimacy,regulatory_recognition,TRUE,
837a8e26-8c9d-4510-9df3-30040afe8f54,National Centre for Competence in Research SPIN,national_initiative,NCCR SPIN confirmed as platinum supporter for SpinQubit7 conference,"NCCR SPIN is listed as a platinum supporter for SpinQubit7, the 7th International Conference on Spin-Based Quantum Information Processing, taking place July 13-17, 2026 in Delft, Netherlands.",Announcing NCCR SPIN: Spin Qubits in Silicon as a Platinum Supporter for SpinQubit7!,https://www.instagram.com/p/DXrSMEVF7Cr/,news,2026-07-14T05:08:05.817876+00:00,TRUE,legitimacy,educational_outreach,TRUE,
f86cd05a-8da8-4ccd-87a2-aa57d14ed1e1,Swissnex,government,Swissnex Annual Report 2025 highlights quantum as strategic focus,"The Swissnex Annual Report 2025, published April 14, 2026, identifies quantum technologies as one of four intensified focus areas alongside AI, planetary diplomacy, and climate resilience, reinforcing Switzerland's role as a global innovation leader.","The year was defined by an intensified focus on artificial intelligence, planetary diplomacy, climate resilience, and quantum technologies. The Swissnex Annual Report 2025 highlights the network's key contributions to international collaboration and knowledge exchange, reinforcing Switzerland's role as a global leader in innovation.",https://www.admin.ch/en/newnsb/6Lf6PKQX94xl-VJ_Gau8M,news,2026-07-08T08:51:22.812374+00:00,TRUE,legitimacy,regulatory_recognition,TRUE,
4be762c8-e521-400a-b2f5-7fd803cb6c4b,Swissnex,government,Quantum Ecosystem of Switzerland | Springer Nature Link,Springer chapter notes that internationally the Swissnex network (an initiative of SERI) has actively contributed to Switzerland's quantum ecosystem positioning.,"Internationally, the Swissnex network—an initiative of the Swiss State Secretariat for Education, Research, and Innovation (SERI)—has actively",https://link.springer.com/chapter/10.1007/978-3-031-90727-2_22,news,2026-07-15T03:08:10.664013+00:00,TRUE,legitimacy,testimonials,TRUE,
759ea2fc-8417-464b-9c1c-f1da8b558293,IonQ,private_company,IonQ,"IonQ and Florida LambdaRail launch the first statewide quantum-safe network initiative in the United States (April 27, 2026).","IonQ and Florida LambdaRail Launch First Statewide Quantum-Safe Network Initiative in United States April 27, 2026 2026-04-27 IonQ Press Release Read more",https://ionq.com/news,website,2026-06-17T04:35:01.485939+00:00,TRUE,customer_cocreation,collaborations_applications,TRUE,Direct link: https://www.ionq.com/news/ionq-and-florida-lambdarail-launch-first-statewide-quantum-safe-network-initiative-in-united-states
f30ad46d-c912-4228-ada7-948671d8ecce,National Centre for Competence in Research SPIN,national_initiative,National Centre for Competence in Research SPIN,NCCR SPIN joins the European Quantum Academy.,NCCR SPIN joins the European Quantum Academy,https://nccr-spin.ch/news,website,2026-06-12T04:34:46.623872+00:00,TRUE,community_ecosystem,academic_partnerships,TRUE,Direct link: https://www.nccr-spin.ch/news/801euus5zhdhs2to0qlsdl7qcn1xgs
629dade8-5460-4117-b1be-854e1a9db81d,Swissnex,government,Swissnex Annual Report 2025 identifies quantum technologies as key focus area,"The Swissnex Annual Report 2025, published April 14, 2026, highlights that the year was defined by an intensified focus on quantum technologies alongside AI, planetary diplomacy, and climate resilience, reinforcing Switzerland's role as a global innovation leader.","The year was defined by an intensified focus on artificial intelligence, planetary diplomacy, climate resilience, and quantum technologies.",https://www.eda.admin.ch/en/newnsb/6Lf6PKQX94xl-VJ_Gau8M,news,2026-07-01T10:08:02.168784+00:00,TRUE,legitimacy,regulatory_recognition,TRUE,
298fce36-1899-4faf-8c7c-e5e967ef93b4,Swissphotonics,private_company,Swissphotonics promotes Photonics21 Innovation Award,"Swissphotonics highlights the Photonics21 Innovation Award, signaling recognition and validation within the European photonics community.",Photonics21 Innovation Award,http://www.swissphotonics.net/,website,2026-07-31T06:44:25.363392+00:00,FALSE,,,TRUE,Not explicitly quantum
0152b682-16d0-417a-86e0-97c863f519a9,Swiss Quantum Initiative,national_initiative,2026 Quantum Voucher Model Call Launched by SQI,"The Swiss Quantum Initiative launched a second call for proposals for the Quantum Voucher Model on 27 May 2026, offering vouchers up to CHF 50,000 for use of Swiss quantum infrastructures, with submission deadline 12 August 2026.","The Swiss Quantum Initiative (SQI) is launching a second call for proposals to award vouchers. These vouchers can be used for the use of existing infrastructures, platforms and services in the field of quantum technology in Switzerland. The value of each voucher is up to 50'000 CHF and one applicant may apply for up to 2 vouchers.",https://www.swissphotonics.net/home?news_id=4564,news,2026-07-15T05:03:58.920903+00:00,TRUE,legitimacy,regulatory_recognition,TRUE,
f1a9d8ab-f83f-4f83-b991-dd807d1d26a6,Terra Quantum,private_company,Terra Quantum,CEO Markus Pflitsch highlights the practical potential of quantum technologies for industrial applications via TQOptimaX.,"Markus Pflitsch, CEO and Founder of Terra Quantum, commented on the project's significance: "" This collaboration showcases the practical potential of quantum technologies for industrial applications. With TQOptimaX, we are challenging limitations in optimization and demonstrating the value of quantum computing for real-world use cases. """,https://terraquantum.swiss/news/terra-quantum-evonik-successfully-complete-geometry-optimization-project,website,2026-06-23T04:36:08.086732+00:00,TRUE,future_trajectory,long_horizon_claims,TRUE,
c7816675-375d-478f-a5f1-e4985ab245ab,Swiss Quantum Initiative,national_initiative,Call for Proposals — 2026 Quantum Voucher Model Launched by SQI,"The Swiss Quantum Initiative launched its second Quantum Voucher call on 26 May 2026, providing vouchers for Swiss quantum companies to access existing infrastructures, platforms, and services to advance technology readiness levels.","The Swiss Quantum Initiative (SQI) is launching a second call for proposals to award vouchers. These vouchers can be used for the use of existing infrastructures, platforms and services in the field of quantum technology in Switzerland.",https://quantum.scnat.ch/en/news_and_events,website,2026-07-17T05:05:13.359555+00:00,TRUE,legitimacy,regulatory_recognition,TRUE,
3c697f83-8e17-4e6f-be6c-b8f3f008d7b6,Basel Quantum Center at the University of Basel,university_or_research_hub,Basel Quantum Center at the University of Basel,Senior researcher with dual role at University of Basel and QuantumBasel,Dr. Julien Baglio Senior Research Associate at University of Basel Quantum Algorithms Researcher at QuantumBasel,https://quantum.unibas.ch/,website,2026-05-25T22:06:50.839241+00:00,TRUE,legitimacy,leadership_expertise,TRUE,
86ae57a7-ec37-4bc1-a2d2-9d5b8941f140,Switzerland Innovation Parks,ecosystem_builder,Switzerland Innovation Parks,Strategic partnership formalized with Opportunity Austin,Opportunity Austin and the Switzerland Innovation Foundation formalized a new international,https://www.switzerland-innovation.com/,website,2026-05-30T04:10:40.996437+00:00,TRUE,community_ecosystem,industry_partnerships,TRUE,
60cd9215-306e-40c0-bded-855db809909b,Verve Ventures,ecosystem_builder,HTGF Finanzierung kiutra,"Verve Ventures invested in kiutra, believing the time has come for a complete ecosystem around quantum technologies.","Wir haben in kiutra investiert, weil wir bei Verve Ventures fest daran glauben, dass jetzt die Zeit gekommen ist, ein komplettes Ökosystem um ...",https://www.htgf.de/htgf-finanzierung-kiutra/,news,2026-07-13T02:58:11.999225+00:00,TRUE,legitimacy,funding_event,FALSE,
980f7281-2194-463d-a056-adaa2bdce315,ID Quantique,private_company,TkResolver++ - News [Savannah],"Open-source retriever added for ID Quantique Quantis quantum random number generators, enabling software integration.",Added new retriever for id Quantique Quantis quantum random number generators. This hasn't been tested as I don't have access to hardware; feedback is re,http://savannah.gnu.org/news/?id=6018,news,2026-07-27T03:11:05.12337+00:00,TRUE,legitimacy,testimonials,TRUE,
25bceee2-bce8-487f-90ea-d4bd32726a72,ETH Zurich Quantum Center,university_or_research_hub,Certified perfect randomness generated for the first time using quantum experiment,"ETH Zurich researchers led by Renato Renner and Andreas Wallraff demonstrated certifiably perfect random numbers using entangled superconducting qubits and a Bell test, published in Nature.","Researchers at ETH Zurich have, for the first time, created certifiably perfect random numbers using a quantum experiment. Their results, which they have just published in the scientific journal Nature, represent a milestone in this area of research. The resulting sequence of zeros and ones is now really perfectly random, and we can even certify that.",https://ethz.ch/en/news-and-events/eth-news/news/2026/05/perfect-randomness-realised-for-the-first-time.html,website,2026-07-27T05:14:50.085792+00:00,TRUE,legitimacy,publications,TRUE,
5e024347-46d6-42b6-8cc6-da739f43bc34,Swiss Quantum Initiative,national_initiative,Swiss Quantum Days 2026 Held in Engelberg — Fourth Edition Draws ~200 Participants,"The fourth edition of the Swiss Quantum Days took place January 28–30, 2026 in Engelberg, co-organized by the Swiss Quantum Initiative (SQI) together with Geneva Quantum Centre, EPFL QSE, ETH Zurich Quantum Center, and NCCR SPIN. Nearly 200 members of the Swiss quantum community attended, with keynote by Prof. Jun Ye (JILA/NIST).","The fourth edition of the Swiss Quantum Days took place at the Hotel Terrace in Engelberg in canton Obwalden from 28-30 January. The event was co-organized with the Swiss Quantum Initiative, Geneva Quantum Centre (GQC), EPFL Center for Quantum Science and Engineering (QSE), Quantum Center, ETH Zurich and NCCR SPIN. We were excited to welcome nearly 200 members of the Swiss quantum community!",https://bqc.unibas.ch/en/news/details/swiss-quantum-days-2026-in-engelberg/,website,2026-07-13T05:04:03.607114+00:00,TRUE,legitimacy,educational_outreach,TRUE,
02efbe2e-b7c1-4019-ae7d-5ab27cf71fbd,Geneva Quantum Centre at the University of Geneva,university_or_research_hub,Geneva Quantum Centre at the University of Geneva,"Geneva Quantum Network infrastructure launched with UNIGE, CERN, HEPIA, ID Quantique, Rolex, and Cantonal Office.",Launch of the first Geneva Quantum Network Infrastructure!,https://www.unige.ch/gqc,website,2026-06-03T05:32:43.534107+00:00,TRUE,community_ecosystem,industry_partnerships,TRUE,
4f1226d8-7abf-4cd4-ba24-6700ad8735bd,National Centre for Competence in Research SPIN,national_initiative,NCCR SPIN launches Industry Internship Mobility Grants with QuantumBasel,"NCCR SPIN launched a new Industry Internship Mobility Grant program co-funded with QuantumBasel, offering PhD students and postdocs up to CHF 1,600/month for 3–9 month stays at QuantumBasel teams working on quantum-AI intersection topics. Awardees from April 2026 include researchers placed at IBM Zurich and other industry partners.",Industry Internship Grant • For PhD students and Postdocs in the NCCR SPIN network • For a stay from 3 to 9 months in one of the teams of Quantum Basel • Up to 1'600 CHF per month paid directly to the awardee. The grant is cofunded by NCCR SPIN and QuantumBasel.,https://www.nccr-spin.ch/industry-internship-grant,website,2026-07-01T05:14:02.925377+00:00,TRUE,legitimacy,educational_outreach,TRUE,
ba4155be-00ff-4746-9079-df8867787a3a,National Centre for Competence in Research SPIN,national_initiative,National Centre for Competence in Research SPIN,"NCCR SPIN is developing small, fast, and scalable spin qubits in silicon and germanium.","The National Center of Competence in Research ""Spin Qubits in Silicon"" (NCCR SPIN) is developing small, fast, and scalable spin qubits in silicon and germanium, exploring the fundamental quantum physics of the qubits and architectures connecting them.",https://nccr-spin.ch/,website,2026-06-05T04:25:30.817192+00:00,TRUE,future_trajectory,long_horizon_claims,TRUE,
5f8aef7a-5468-4732-817d-ede08d9b37e5,Geneva Quantum Centre at the University of Geneva,university_or_research_hub,Fadri Grünenfelder joins Quantum Technologies team,Fadri has joined the Quantum Technologies team for postdoctoral research on Superconducting Nanowire Single Photon Detectors.,Welcome Fadri Grünenfelder!   Fadri has joined the Quantum Technologies team for postdoctoral research on Superconducting Nanowire Single Photon Detectors. He graduated under Prof. Hugo Zbinden with his work on Quantum Key Distribution. Then he went to Vigo in Spain to contribute…,https://www.unige.ch/gqc,website,2026-06-05T05:15:02.481925+00:00,TRUE,legitimacy,leadership_expertise,TRUE,
05920aed-2598-4f16-b9cc-a5823e00825b,QuantumBasel,ecosystem_builder,QuantumBasel,Next steps include investigating Quantum Reinforcement Learning and other QML techniques to enhance the genomic report pipeline.,The investigation of how Quantum Reinforcement Learning and other Quantum machine learning techniques could enhance the computational pipeline for interpreting genomic reports will be explored in the next steps.,https://quantumbasel.com/blog/qnomx-success-story,website,2026-06-04T06:06:11.385183+00:00,TRUE,future_trajectory,technological_advances,TRUE,
3e991766-caed-4a15-bab3-a8d378e7b7eb,Verve Ventures,ecosystem_builder,Verve Ventures participates in C12's €18M pre-Series A funding round for carbon nanotube quantum computing,"Verve Ventures joined Varsity Capital, EIC Fund, and others in a €18 million pre-Series A funding round for C12 Quantum Electronics, a startup developing carbon nanotube-based quantum computers.","The raise was led by Varsity Capital, EIC Fund, and Verve Ventures, and included participation from previous investors 360 Capital, Bpifrance, and BNP Paribas Développement.",https://www.datacenterdynamics.com/en/news/french-startup-c12-quantum-electronics-raises-194m-in-pre-series-a-funding-round,news,2026-06-14T06:46:58.989635+00:00,TRUE,legitimacy,funding_event,FALSE,
ef3acf55-6d5d-41c1-a55d-0ac7c720450c,University of Applied Sciences Northwestern Switzerland (FHNW),university_or_research_hub,University of Applied Sciences Northwestern Switzerland (FHNW),FHNW MAS thesis explores how AI advancement may outpace human cultural adaptation.,"Culture Eats Strategy for Breakfast (Unless AI Eats Culture First) In his MAS thesis, David Preissel examines what happens when technology outpaces human adaptation.",https://www.fhnw.ch/en/news-events/news-stories,website,2026-06-07T05:46:39.655159+00:00,FALSE,,,TRUE,
02346c04-820d-465b-8a3a-b99d3caea517,Federal Institute of Metrology (METAS),national_initiative,Federal Institute of Metrology (METAS),METAS lists Innosuisse as a research partner.,Innosuisse-Forschungspartner,https://www.metas.ch/,website,2026-05-30T04:10:40.996437+00:00,TRUE,community_ecosystem,industry_partnerships,TRUE,
4c06ff15-1d17-4fa4-a900-7719ced6d4db,Qnami,private_company,Horiba Archives - Qnami,Qnami announces partnership with Horiba in the field of quantum sensing and NV centers in diamond for materials science research.,"Qnami AG, a leader in the emerging field of Quantum Sensing and the application of NV centers in diamond to materials science research, today announces it",https://qnami.ch/tag/horiba/,news,2026-07-18T02:57:39.043551+00:00,TRUE,community_ecosystem,industry_partnerships,TRUE,
c3b0529d-420a-4aac-bb58-e7410e6c275a,Swissphotonics,private_company,Photonics21 Innovation Award referenced,"Swissphotonics website references the Photonics21 Innovation Award, indicating engagement with the European photonics innovation ecosystem.",Photonics21 Innovation Award,https://www.swissphotonics.net,website,2026-07-12T05:40:37.732027+00:00,FALSE,,,TRUE,
e59f2b58-3df3-435e-b517-10ad0e3d9f27,Lucerne University of Applied Sciences and Arts (HSLU),university_or_research_hub,First European Space-Farming Facility Opened,HSLU reports the opening of Europe's first Space-Farming facility for space agriculture research.,Ackerbau für das Weltall: Erste Space-Farming-Anlage Europas eröffnet,https://www.hslu.ch,website,2026-06-03T05:36:28.929448+00:00,FALSE,,,TRUE,
579c2ae4-5b1e-4d6c-af2d-fd87b8b4ae59,IonQ,private_company,IonQ Partner Ecosystem,"IonQ lists numerous customers and partners across industry, government, and technology.",Our customers Hyundai Airbus AFRL QuantumBasel University of Maryland Amazon Braket Microsoft Azure Google Cloud ORNL epb Quantum GE Research Los Alamos Thompson CAT Sung Kyun Kwan University DESY SQC AIST ARLIS cyberagentur National Quantum Computing Centre Our partners Nvidia DELL LOCKHEED MARTIN General Dynamics accenture BearingPoint Intellian Kisti Q-CTRL DARPA Toyota Tsusho Ansys GDIT einride AstraZeneca imec BOXMICA LiveEO SAFRAN SARMAP SI Analytics SPACEKNOW TCARTA URSA SPACE NKT Photonics PHASECRAFT Iceberg Quantum Quanscient river lane Johnson Matthey infineon Amazon Braket Microsoft Azure Google Cloud AIST,https://ionq.com,website,2026-05-26T06:05:28.96955+00:00,TRUE,community_ecosystem,cloud_platform_listings,TRUE,
5aa03634-b177-4883-b7ed-f21e0f37a47b,National Centre for Competence in Research SPIN,national_initiative,National Centre for Competence in Research SPIN,Study reports a dressed singlet-triplet qubit in germanium.,"A dressed singlet-triplet qubit in germanium  K. Tsoukalas, U. von L‹pke, A. Orekhov, B. Het‹nyi, I. Seidler, L. Sommer, E. G. Kelly, L. Massai, M. Aldeghi, M. Pita-Vidal, N. W. Hendrickx, S. W. Bedell, S. Paredes, F. J. Schupp, M. Mergenthaler, G. Salis, A. Fuhrer, and P. Harvey-Collard. Nature Communications 17 (Jan 2026)",https://nccr-spin.ch/publications,website,2026-05-26T04:44:34.573188+00:00,TRUE,legitimacy,publications,TRUE,
ce1337a1-8b63-4e3a-a6ba-a0092d7edd87,Swissphotonics,private_company,Swissphotonics,Swissphotonics lists the TERS10 Conference as a partner event.,"Wed, 03.06. – Fri, 05.06.2026  TERS10 Conference, ETH Zürich",https://www.swissphotonics.net/events-news/partner-events,website,2026-06-14T04:31:19.014228+00:00,FALSE,,,TRUE,
d427895b-d0bd-47bf-8241-c59f799e3f75,Geneva Quantum Centre at the University of Geneva,university_or_research_hub,"Multiple PhD and postdoctoral hires in quantum technologies — SNSPDs, QKD, ASICs","Between January and March 2026, the Quantum Technologies group at UNIGE welcomed four new PhD researchers and one postdoc: Fadri Grünenfelder (postdoc, SNSPDs), Viros Sriskaran (PhD, ASICs for SNSPDs), Eva Raffalt (PhD with RhySearch, NV centers), and Florian Sander (PhD, SNSPDs), signaling strategic investment in superconducting nanowire detectors and quantum communication hardware.","Welcome Fadri Grünenfelder! Mar 1, 2026, 2:53 PM. Fadri has joined the Quantum Technologies team for postdoctoral research on Superconducting Nanowire Single Photon Detectors. ... Welcome Viros Sriskaran! Mar 1, 2026, 2:51 PM. Viros Sriskaran joined the Quantum Technologies team to work on ASICs for superconducting nanowire single-photon detectors. ... Welcome Eva Raffalt! Feb 12, 2026, 12:33 PM. Eva has joined the Quantum Technology team for a PhD, in partnership with RhySearch. ... Welcome Flo",https://www.unige.ch/gap/qic/qtech/news,website,2026-07-23T05:18:52.590035+00:00,TRUE,legitimacy,leadership_expertise,TRUE,
eb5292a6-bbf1-434b-8461-da5f0e6e4e20,University of Applied Sciences Northwestern Switzerland (FHNW),university_or_research_hub,University of Applied Sciences Northwestern Switzerland (FHNW),SMILE mission successfully launched with FHNW relevance highlighted.,Am 19. Mai 2026 um 5:52 Uhr ECST startete die Trägersrakete Vega-C mit Smile an Bord erfolgreich.,https://www.fhnw.ch/,website,2026-05-30T04:10:40.996437+00:00,FALSE,,,TRUE,
